SPI1,SPI3,SPI6,SPI12
1.383703672,1.032079838,0.887734228,-0.225124858
-1.213897779,0.213136306,0.807580366,-0.312426036
3.225177912,2.40859861,2.390697642,1.229145744
-0.998960469,1.617494701,1.796526661,1.006281272
-0.689663213,1.500692602,1.370522318,0.951464094
1.423655823,0.055770589,1.630973442,1.453000304
-0.114656911,0.364293179,1.214195595,1.391706504
-1.007752831,0.442367311,1.283856787,1.387866784
-0.58901,-0.881053039,-0.449986481,1.038115518
-0.276635392,-1.421367911,-0.223770641,0.938951054
0.247633172,-0.772324538,0.085934867,0.95506029
1.788035182,0.964667461,-0.456956742,1.116542909
0.457917726,0.937054084,-0.219861955,0.907330653
0.981836846,1.169999997,0.824103693,1.387432241
-0.436241747,0.416939318,0.615931016,-0.0815785
-1.15219119,-0.299847718,0.162313559,-0.130694999
-1.073204436,-1.494878206,-0.316690635,-0.274449496
-1.595904179,-1.923610384,-1.009286719,-1.238662484
-0.848676808,-1.896719551,-1.406794209,-1.363000597
-0.171023428,-1.558417866,-1.953411113,-1.132463662
0.504611428,-0.492315599,-1.650294427,-0.907900301
-0.66912975,-0.249693201,-1.549488585,-0.919230367
0.360179241,0.027085382,-1.323497426,-0.902604915
0.136239107,-0.546001003,-0.660698421,-1.127270264
1.019618636,0.829328795,0.32528826,-0.969585841
0.650783887,0.867000333,0.779627115,-1.164642031
-0.003799731,0.663417715,0.472733349,-0.98493571
0.581080465,0.486847326,0.731316873,-0.558128298
-0.598337993,-0.13701563,0.342107729,-0.567925054
-0.619978546,-0.342190988,0.083539035,-0.348576528
-0.535577793,-1.050196453,-0.385516647,-0.250808892
0.45797968,-0.584470417,-0.458789258,-0.086276533
-0.77098058,-0.477743235,-0.574045104,-0.268840414
0.288104568,-0.141599074,-0.919871655,-0.178791911
-0.579255413,-0.712240083,-0.840658703,-0.208368151
-0.228254723,-0.354197123,-0.592906847,-0.233898441
-0.86879593,-0.939388306,-0.801335109,-0.662754524
0.133053226,-0.500667984,-1.041568433,-0.88177094
-0.583500258,-0.788399665,-0.917445234,-0.995683881
0.027583646,-0.442885095,-0.875756112,-1.287969479
0.200963904,-0.334908211,-0.720665691,-1.214328356
0.490961376,0.197495567,-0.399046828,-0.766964851
-0.839141317,-0.128170058,-0.430257528,-0.781362753
-0.057199445,-0.300019098,-0.439579947,-0.858663143
0.885918023,-0.220078275,-0.021320077,-0.536658605
-1.144004646,0.041628153,-0.139763411,-0.637315751
-1.491902514,0.094373083,-0.288144928,-0.644805715
2.558917542,1.224142997,0.163882322,-0.260802013
1.301157594,1.76525626,1.291347893,0.205817263
1.092258209,1.857723801,1.922590198,0.51488131
0.466368666,1.296699164,1.526276315,0.765714787
-0.99486119,0.324740313,1.145160529,0.581278579
-0.750047675,-0.699852506,0.754397159,0.361996572
-0.422760075,-1.149675283,0.0984362,0.088042415
0.718294114,-0.288896555,-0.058044976,0.498193112
0.77540675,0.397975673,-0.235212873,0.668151382
-0.009607173,0.659297632,-0.394874765,0.503192426
-1.229115567,0.09330313,-0.242005829,0.491992604
0.654184722,-0.502433546,0.120135636,0.542767249
3.022180815,1.965702309,1.159637059,0.625773941
0.166594316,1.425571609,1.02920116,0.352537193
-0.210472431,0.808490013,0.496506904,-0.047841243
-0.544625365,-0.545761736,0.162706293,-0.296203031
-0.132958403,-0.726065052,0.172790985,-0.136956682
0.126382511,-0.445993255,0.066519894,0.047638855
-1.50685748,-0.682585993,-0.973648493,-0.147929213
2.448675927,1.030580769,0.317511641,0.676057978
0.791088304,1.413931457,0.601694659,0.664737488
-0.658950014,1.810434452,0.696301043,0.582840165
-0.439954965,-0.037321902,0.788906894,0.607716972
0.697483887,-0.751710519,1.017778492,0.604796298
-0.004273065,-0.363171157,1.614547615,0.201457201
0.320665914,0.265308829,0.034520938,0.232057915
-0.891381108,-0.47351348,-1.031992863,0.105195196
0.173628965,-0.350975419,-0.500183983,0.292996815
-1.156412983,-1.133809204,-0.882484185,0.082917488
-1.179975652,-1.130551146,-1.385799863,-0.285377291
0.083649222,-1.083142966,-1.128353984,0.083459573
-0.164744072,-0.709171315,-1.249479708,-1.105824181
-0.681658679,-0.498696932,-1.075650793,-1.416384379
0.678185655,-0.247113259,-0.969203381,-1.121937556
0.944037268,0.199736132,-0.505162739,-0.910325783
-0.425135561,0.779107544,-0.13441723,-0.952953001
-0.666589158,0.179516421,-0.224660034,-0.995210192
-0.314966395,-0.619042383,-0.340734634,-1.171533531
-1.02967595,-1.108205485,-0.632023064,-1.249999245
1.20033007,0.103974064,0.08769412,-0.76789358
-0.578324472,-0.090024489,-0.430134541,-0.707277038
0.02698725,0.280640033,-0.436485461,-0.519266443
0.486657923,-0.126993084,-0.142565039,-0.33958308
0.338988521,0.258631247,0.052583357,-0.158263548
-0.242195145,0.201025321,0.268575763,-0.065327697
-0.21749343,-0.136725473,-0.227898574,-0.219393422
0.071760307,-0.54129925,-0.048772673,-0.331887097
-0.208254856,-0.410698765,-0.032281856,-0.320655764
0.012794338,-0.32079647,-0.27052569,-0.274842179
0.27276799,0.087826285,-0.448296933,-0.167056024
-0.502573424,-0.307070218,-0.686767276,-0.090965696
-2.014325313,-1.213596621,-1.301814082,-0.868594516
-0.51633948,-1.751092695,-1.45357585,-0.919372474
