SPI1,SPI3,SPI6,SPI12
-1.534096423,-1.119165118,0.448115784,2.029572787
-0.948128653,-1.576490232,-0.366583805,2.03252346
2.063331427,0.116299338,0.20953277,2.312332266
1.040999665,1.201693393,0.444677161,1.92436312
-2.624259796,0.941865705,-0.151534436,0.94964804
-1.383095742,-0.776367474,-0.585121114,0.195907001
1.716911845,-0.379085188,0.688044534,0.812713876
-0.329615951,0.337437522,0.90169467,0.530091649
-0.711158822,0.887366291,-0.061041008,0.019576803
-0.463550597,-0.865845826,-0.720776497,-0.187301038
1.282161695,0.119895815,0.290352701,0.015911233
1.921183738,1.890645363,1.684201181,0.566403255
0.345614527,1.502005915,0.926006472,0.912327769
0.451818162,1.2510301,1.185494336,1.284443273
0.606832178,0.626974416,1.560058672,0.809404913
-0.301842391,0.201791387,1.125047919,0.335105496
1.066891656,0.534767779,1.146264223,1.053810375
-0.906931845,-0.103331322,0.26812372,1.189416251
-0.309218102,-0.09103203,0.041027125,0.52929351
0.627191865,-0.416840487,0.09283139,0.742009636
